name,synonyms,taxon_concept_count,taxon_concepts,trajectory,trajectory_without_renames,trajectory_lumps_splits,first_added_dataset,first_added_year,annotation,common_name,aou_ids,family,french_name,genus,order,rank,scientificName,species,status_accidental,status_extinct,status_hawaiian,status_introduced,status_misplaced,status_nonbreeding,subfamily
Gavia stellata,Urinator lumme; Gavia stellata; Gavia lumme,1,Taxon concept 0c3a739a-bfd1-42b0-bbfb-cad39e320857 containing 'Urinator lumme' and 'Gavia stellata' and 'Gavia lumme' found between 1886 to 2017 in 5 datasets (part of name cluster d07725fd-a216-4eba-a90a-c0e4f05c246c),added -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Red-throated Loon,11; 134,Gaviidae,Plongeon catmarin,Gavia,Gaviiformes,species,Urinator lumme; Gavia stellata,Gavia stellata,NA,NA,NA,NA,NA,NA,NA
Falco mexicanus,Falco mexicanus,1,Taxon concept 13cc025d-4e66-4d05-a396-ae50a183306b containing 'Falco mexicanus' found between 1886 to 2017 in 3 datasets (part of name cluster 2a24dcac-4b22-4130-a9a2-038653e1704d),added -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Prairie Falcon,332; 355,Falconidae,Faucon des prairies,Falco,Falconiformes,species,Falco mexicanus,Falco mexicanus,NA,NA,NA,NA,NA,NA,Falconinae
Oreortyx pictus,Oreortyx picta; Oreortyx pictus plumiferus; Oreortyx pictus,1,Taxon concept 9f929f24-0600-4d1f-bbb5-b917d231ccdb containing 'Oreortyx pictus plumiferus' and 'Oreortyx picta' and 'Oreortyx pictus' found between 1886 to 2017 in 9 datasets (part of name cluster 989d8af9-286e-4325-80ed-1a13a8a6b460),added|added -> referenced -> rename -> referenced -> referenced -> rename -> deleted -> referenced -> referenced,added|added -> referenced -> referenced -> referenced -> deleted -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Mountain Quail,292a; 116; 292,Odontophoridae,Colin des montagnes,Oreortyx,Galliformes,species,Oreortyx pictus plumiferus; Oreortyx pictus,Oreortyx pictus,NA,NA,NA,NA,NA,NA,NA
Haliaeetus albicilla,Haliaeetus albicilla,1,Taxon concept c42d792f-82f9-43a8-b884-d3e74c19f1f4 containing 'Haliaeetus albicilla' found between 1886 to 2017 in 6 datasets (part of name cluster d67b0e04-4059-406a-a84c-e4570df94aef),added -> referenced -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,White-tailed Eagle,[351]; 271,Accipitridae,Pygargue à queue blanche,Haliaeetus,Accipitriformes,species,Haliaeetus albicilla,Haliaeetus albicilla,NA,NA,NA,NA,NA,NA,NA
Melanitta perspicillata,Melanitta perspicillata; Oidemia perspicillata,1,Taxon concept ef863a20-2fe5-4d70-8737-3fe9fe131850 containing 'Melanitta perspicillata' and 'Oidemia perspicillata' found between 1886 to 2017 in 4 datasets (part of name cluster 0bf2eb01-226e-4bdc-be40-ce80fa92c47b),added -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Surf Scoter,166; 63,Anatidae,Macreuse à front blanc,Melanitta,Anseriformes,species,Melanitta perspicillata; Oidemia perspicillata,Melanitta perspicillata,NA,NA,NA,NA,NA,NA,Anatinae
Phylloscopus trochilus,Phylloscopus trochilus,1,Taxon concept 60477cdb-65ee-4253-9c63-399820782863 containing 'Phylloscopus trochilus' found between 1948 to 2017 in 4 datasets (part of name cluster 80ae0781-c435-4792-832a-717ca6d33d4c),added -> deleted -> added -> referenced,added -> deleted -> added -> referenced,,aou_4_23 (1948),1948,NA,Willow Warbler,1408,Phylloscopidae,Pouillot fitis,Phylloscopus,Passeriformes,species,NA,Phylloscopus trochilus,A,NA,NA,NA,NA,NA,NA
Setophaga chrysoparia,Setophaga chrysoparia; Dendroica chrysoparia,1,Taxon concept 7988e9ec-396c-4a17-8678-359219fe470a containing 'Setophaga chrysoparia' and 'Dendroica chrysoparia' found between 1886 to 2017 in 8 datasets (part of name cluster f5a97569-72c1-4e8b-9a53-556280ec74c1),added -> referenced -> referenced -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Golden-cheeked Warbler,1552; 666,Parulidae,Paruline à dos noir,Setophaga,Passeriformes,species,Dendroica chrysoparia,Setophaga chrysoparia,NA,NA,NA,NA,NA,NA,NA
Aeronautes saxatalis,Micropus melanoleucus; Aeronautes melanoleucus; Aeronautes saxatalis,1,Taxon concept 78b098af-ef45-4a8a-8661-152a61221f5d containing 'Micropus melanoleucus' and 'Aeronautes melanoleucus' and 'Aeronautes saxatalis' found between 1886 to 2017 in 6 datasets (part of name cluster 90d36e32-f430-48c0-8e9e-87dc4c29d7c5),added -> rename -> rename -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,White-throated Swift,425; 755,Apodidae,Martinet à gorge blanche,Aeronautes,Apodiformes,species,Micropus melanoleucus; Aeronautes saxatalis,Aeronautes saxatalis,NA,NA,NA,NA,NA,NA,Apodinae
Picoides dorsalis,Picoides dorsalis,2,Taxon concept ce7b9ffa-7315-4465-a862-ae1e782e6de5 containing 'Picoides dorsalis' found between 2003 to 2017 in 2 datasets (part of name cluster e5c160e2-78b3-4335-bf1c-2924a10db117); Taxon concept 3becb46a-e51c-43fe-9ed6-04199d68be39 containing 'Picoides dorsalis' found between 2003 in 1 datasets (part of name cluster e5c160e2-78b3-4335-bf1c-2924a10db117),split -> referenced,split -> referenced,split,aou_7_44 (2003),2003,NA,American Three-toed Woodpecker,969,Picidae,Pic à dos rayé,Picoides,Piciformes,species,NA,Picoides dorsalis,NA,NA,NA,NA,NA,NA,Picinae
Phalacrocorax penicillatus,Phalacrocorax penicillatus,1,Taxon concept f9584424-c9a6-4d5f-90ba-02ca24fd121e containing 'Phalacrocorax penicillatus' found between 1886 to 2017 in 3 datasets (part of name cluster 9a3b4302-dbac-4dda-8484-9b48d9381c22),added -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Brandt's Cormorant,122; 207,Phalacrocoracidae,Cormoran de Brandt,Phalacrocorax,Suliformes,species,Phalacrocorax penicillatus,Phalacrocorax penicillatus,NA,NA,NA,NA,NA,NA,NA
Delichon urbicum,Chelidonaria urbica; Delichon urbica; Delichon urbicum,1,Taxon concept aeedd7df-e0d1-4bb7-8337-54d7d9cddeb2 containing 'Delichon urbica' and 'Chelidonaria urbica' and 'Delichon urbicum' found between 1908 to 2017 in 8 datasets (part of name cluster fb79178d-5a7e-4f19-a7ec-b9ff7f9948de),added -> referenced -> rename -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_2_14 (1908),1908,NA,Common House-Martin,1332,Hirundinidae,Hirondelle de fenêtre,Delichon,Passeriformes,species,Delichon urbica,Delichon urbicum,A,NA,NA,NA,NA,NA,Hirundininae
Pterodroma heraldica,Pterodroma heraldica,2,Taxon concept 6c37b76c-a930-4034-bccf-d6bba890bebf containing 'Pterodroma heraldica' found between 2015 to 2017 in 2 datasets (part of name cluster 0abb9493-eb5f-45a6-b450-ebef3879a617); Taxon concept 88f9437b-9823-4b27-b906-a639cc1189df containing 'Pterodroma heraldica' found between 2015 in 1 datasets (part of name cluster 0abb9493-eb5f-45a6-b450-ebef3879a617),split -> referenced,split -> referenced,split,aou_7_56 (2015),2015,NA,Herald Petrel,11491,Procellariidae,Pétrel du Herald,Pterodroma,Procellariiformes,species,NA,Pterodroma heraldica,A,NA,NA,NA,NA,NA,NA
Hydrocoloeus minutus,Larus minutus; Hydrocoloeus minutus,1,Taxon concept 361a088e-b42a-46c9-abe2-14d4cb14aa0c containing 'Hydrocoloeus minutus' and 'Larus minutus' found between 1889 to 2017 in 4 datasets (part of name cluster 9edc4ca7-d39f-429a-a630-5e322c334ed3),added -> referenced -> rename -> referenced,added -> referenced -> referenced,,aou_1_01 (1889),1889,Monotypic.,Little Gull,461,Laridae,Mouette pygmée,Hydrocoloeus,Charadriiformes,species,Larus minutus,Hydrocoloeus minutus,NA,NA,NA,NA,NA,NA,Larinae
Bombycilla garrulus,Bombycilla garrulus; Bombycilla garrula; Ampelis garrulus,1,Taxon concept 2b9a9b36-eb72-4adc-9141-0b73142674b7 containing 'Bombycilla garrulus' and 'Ampelis garrulus' and 'Bombycilla garrula' found between 1886 to 2017 in 8 datasets (part of name cluster 54acbb39-c976-462d-a12c-e96c246297d5),added -> rename -> rename -> rename -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Bohemian Waxwing,1524; 618,Bombycillidae,Jaseur boréal,Bombycilla,Passeriformes,species,Bombycilla garrulus; Ampelis garrulus,Bombycilla garrulus,NA,NA,NA,NA,NA,NA,NA
Thalasseus elegans,Thalasseus elegans; Sterna elegans,1,Taxon concept 951609ee-4702-4c0e-9d58-d33053dfc5b0 containing 'Sterna elegans' and 'Thalasseus elegans' found between 1886 to 2017 in 6 datasets (part of name cluster f8fa9342-5ada-4d4e-8cce-2bf76cc62dbe),added -> rename -> rename -> referenced -> rename -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Elegant Tern,66; 507,Laridae,Sterne élégante,Thalasseus,Charadriiformes,species,Sterna elegans,Thalasseus elegans,NA,NA,NA,NA,NA,NA,Sterninae
Brachyramphus brevirostris,Brachyramphus brevirostre; Brachyramphus brevirostris; Brachyramphus kittlitzii,1,Taxon concept e60a7bf4-4693-44a8-8a94-ace455cf94cf containing 'Brachyramphus brevirostre' and 'Brachyramphus brevirostris' and 'Brachyramphus kittlitzii' found between 1886 to 2017 in 6 datasets (part of name cluster cb32cdce-6d86-47e4-ae61-873bd5790007),added -> rename -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Kittlitz's Murrelet,24; 522,Alcidae,Guillemot de Kittlitz,Brachyramphus,Charadriiformes,species,Brachyramphus brevirostris; Brachyramphus kittlitzii,Brachyramphus brevirostris,NA,NA,NA,NA,NA,NA,NA
Pterodroma cahow,Pterodroma cahow,1,Taxon concept 6a3c706a-b51e-4534-9cf7-fc008005f3bc containing 'Pterodroma cahow' found between 1923 to 2017 in 5 datasets (part of name cluster 3399dcce-54ef-4177-ae59-2693d6ba0f78),added -> referenced -> deleted -> added -> referenced,added -> referenced -> deleted -> added -> referenced,,aou_3_18 (1923),1923,Monotypic.,Bermuda Petrel,154,Procellariidae,Pétrel des Bermudes,Pterodroma,Procellariiformes,species,NA,Pterodroma cahow,NA,NA,NA,NA,NA,NA,NA
Pyrrhula pyrrhula,Pyrrhula pyrrhula,2,Taxon concept 80d5c4b9-d928-458a-b349-7e4575776948 containing 'Pyrrhula pyrrhula' found between 1931 in 1 datasets (part of name cluster f31b3171-2be4-4091-b63d-4f41bdbddbaa); Taxon concept 875c716e-c630-4b3b-bd6c-184d9c16a5b0 containing 'Pyrrhula pyrrhula' found between 1931 to 2017 in 5 datasets (part of name cluster f31b3171-2be4-4091-b63d-4f41bdbddbaa),lump -> referenced -> referenced -> referenced -> referenced,lump -> referenced -> referenced -> referenced -> referenced,lump,aou_4 (1931),1931,NA,Eurasian Bullfinch,1873,Fringillidae,Bouvreuil pivoine,Pyrrhula,Passeriformes,species,Pyrrhula pyrrhula,Pyrrhula pyrrhula,A,NA,NA,NA,NA,NA,Carduelinae
Phalacrocorax brasilianus,Phalacrocorax olivaceus; Phalacrocorax brasilianus,1,Taxon concept 3dfc0f8f-f99f-4400-b714-b95c1b268b50 containing 'Phalacrocorax brasilianus' and 'Phalacrocorax olivaceus' found between 1957 to 2017 in 4 datasets (part of name cluster fe86d139-aa98-4e92-92e5-d8cc784443f6),added -> referenced -> rename -> referenced,added -> referenced -> referenced,,aou_5 (1957),1957,NA,Neotropic Cormorant,208,Phalacrocoracidae,Cormoran vigua,Phalacrocorax,Suliformes,species,Phalacrocorax olivaceus,Phalacrocorax brasilianus,NA,NA,NA,NA,NA,NA,NA
Ictinia mississippiensis,Ictinia mississippiensis; Ictinia misisippiensis,1,Taxon concept e130b39d-0e2f-4f98-abf3-da3eee470bb2 containing 'Ictinia mississippiensis' and 'Ictinia misisippiensis' found between 1886 to 2017 in 7 datasets (part of name cluster 1087626e-22ba-44b4-b79d-ad14b5eb8a9b),added -> referenced -> referenced -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Mississippi Kite,2038; 329,Accipitridae,Milan du Mississippi,Ictinia,Accipitriformes,species,Ictinia mississippiensis,Ictinia mississippiensis,NA,NA,NA,NA,NA,NA,NA
Rostrhamus sociabilis,Rostrhamus sociabilis,1,Taxon concept d8c1fe91-267d-4f2c-9d7d-9a06ab4b3400 containing 'Rostrhamus sociabilis' found between 1886 to 2017 in 6 datasets (part of name cluster 0edee6ea-4413-4c8d-a41d-1232ba8a632c),added -> referenced -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Snail Kite,330; 265,Accipitridae,Milan des marais,Rostrhamus,Accipitriformes,species,Rostrhamus sociabilis,Rostrhamus sociabilis,NA,NA,NA,NA,NA,NA,NA
Polioptila californica,Polioptila californica,3,Taxon concept 3edf194f-6a79-4955-9424-be9dde4cf64f containing 'Polioptila californica' found between 1886 to 1931 in 2 datasets (part of name cluster 675f9e4c-6391-4aad-a2d2-0a7a66beaf5b); Taxon concept a041a5c2-296e-4ce2-a044-ca860a16e0af containing 'Polioptila californica' found between 1931 to 1989 in 2 datasets (part of name cluster 675f9e4c-6391-4aad-a2d2-0a7a66beaf5b); Taxon concept 8110a62c-5866-4e9b-9fa9-e6285562ecc1 containing 'Polioptila californica' found between 1989 to 2017 in 3 datasets (part of name cluster 675f9e4c-6391-4aad-a2d2-0a7a66beaf5b),added -> lump -> split -> referenced -> referenced,added -> lump -> split -> referenced -> referenced,lump -> split,aou_1.csv (1886),1886,NA,California Gnatcatcher,753; 2015,Polioptilidae,Gobemoucheron de Californie,Polioptila,Passeriformes,species,Polioptila californica,Polioptila californica,NA,NA,NA,NA,NA,NA,NA
Agelaius assimilis,Agelaius assimilis,2,Taxon concept 94494950-42b1-4254-9f6b-69728323df46 containing 'Agelaius assimilis' found between 1997 in 1 datasets (part of name cluster 0a025591-6b9e-4317-afd8-9a6757506dad); Taxon concept cc3e0963-fb16-486b-b546-b6496a326a40 containing 'Agelaius assimilis' found between 1997 to 2017 in 2 datasets (part of name cluster 0a025591-6b9e-4317-afd8-9a6757506dad),split -> referenced,split -> referenced,split,aou_6_41 (1997),1997,NA,Red-shouldered Blackbird,1773,Icteridae,Carouge de Cuba,Agelaius,Passeriformes,species,NA,Agelaius assimilis,NA,NA,NA,NA,NA,NA,NA
Jynx torquilla,Jynx torquilla,1,Taxon concept 46bfcd8c-95ae-4778-8462-439904bb690f containing 'Jynx torquilla' found between 1949 to 2017 in 5 datasets (part of name cluster 0b9f37f3-2f2f-4125-b9f6-d1c8ee0f02be),added -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_4_24 (1949),1949,NA,Eurasian Wryneck,934,Picidae,Torcol fourmilier,Jynx,Piciformes,species,Jynx torquilla,Jynx torquilla,A,NA,NA,NA,NA,NA,Jynginae
Anthus cervinus,Anthus cervinus,1,Taxon concept e19164ec-6a31-4f15-9845-560300cedf3e containing 'Anthus cervinus' found between 1886 to 2017 in 3 datasets (part of name cluster 2095557b-f89d-489f-b3d3-5f7461b05ec2),added -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Red-throated Pipit,1520; [699],Motacillidae,Pipit à gorge rousse,Anthus,Passeriformes,species,Anthus cervinus,Anthus cervinus,NA,NA,NA,NA,NA,NA,NA
Camptostoma imberbe,Ornithion imberbe ridgwayi; Ornithion imberbe; Camptostoma imberbe,1,Taxon concept 492a185a-76b7-4564-9c90-cf333a10fb00 containing 'Ornithion imberbe ridgwayi' and 'Ornithion imberbe' and 'Camptostoma imberbe' found between 1886 to 2017 in 6 datasets (part of name cluster 47c23bda-f599-4187-a7d5-58da4e671a6c),added|added -> rename -> referenced -> deleted -> referenced -> referenced,added|added -> referenced -> deleted -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Northern Beardless-Tyrannulet,472a; 1072; 472,Tyrannidae,Tyranneau imberbe,Camptostoma,Passeriformes,species,Ornithion imberbe ridgwayi; Ornithion imberbe; Camptostoma imberbe,Camptostoma imberbe,NA,NA,NA,NA,NA,NA,Elaeniinae
Melospiza georgiana,Melospiza georgiana,1,Taxon concept d4f96306-9095-4b10-897f-5cf342b98b5e containing 'Melospiza georgiana' found between 1886 to 2017 in 4 datasets (part of name cluster 0b9a9256-8200-40bd-a23b-a63dac5aeade),added -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Swamp Sparrow,584; 1724,Emberizidae,Bruant des marais,Melospiza,Passeriformes,species,Melospiza georgiana,Melospiza georgiana,NA,NA,NA,NA,NA,NA,NA
Perisoreus canadensis,Perisoreus canadensis fumifrons; Perisoreus canadensis capitalis; Perisoreus canadensis; Perisoreus canadensis nigricapillus,2,Taxon concept 2fdd8a22-6bc9-4a39-86b8-91949ce9bff4 containing 'Perisoreus canadensis' found between 1944 to 2017 in 4 datasets (part of name cluster 8ea4e87e-26c5-4bb1-8595-74ac307181d8); Taxon concept 7b24a217-bdf8-4470-90ba-e70430a05d75 containing 'Perisoreus canadensis capitalis' and 'Perisoreus canadensis' and 'Perisoreus canadensis fumifrons' and 'Perisoreus canadensis nigricapillus' found between 1886 to 1944 in 2 datasets (part of name cluster 8ea4e87e-26c5-4bb1-8595-74ac307181d8),added|added|added|added -> lump -> referenced -> deleted|deleted|deleted -> referenced,added|added|added|added -> lump -> referenced -> deleted|deleted|deleted -> referenced,lump,aou_1.csv (1886),1886,NA,Gray Jay,484; 484a; 484b; 484c; 1978,Corvidae,Mésangeai du Canada,Perisoreus,Passeriformes,species,Perisoreus canadensis fumifrons; Perisoreus canadensis capitalis; Perisoreus canadensis; Perisoreus canadensis nigricapillus,Perisoreus canadensis,NA,NA,NA,NA,NA,NA,NA
Sterna paradisaea,Sterna paradisaea,1,Taxon concept 5438b4ef-e698-45c5-a823-10bb055098fd containing 'Sterna paradisaea' found between 1886 to 2017 in 3 datasets (part of name cluster 08db4b34-daa4-4ecd-9779-9c8de80c4362),added -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Arctic Tern,502; 71,Laridae,Sterne arctique,Sterna,Charadriiformes,species,Sterna paradisaea,Sterna paradisaea,NA,NA,NA,NA,NA,NA,Sterninae
Larus michahellis,Larus michahellis,2,Taxon concept 893db357-e381-4e30-b108-4652c10db0ce containing 'Larus michahellis' found between 2007 to 2017 in 2 datasets (part of name cluster 57443e9f-abaa-4078-808f-983ae14cd1a6); Taxon concept 98ceaac0-cfaa-4f1c-8476-10e9572189cf containing 'Larus michahellis' found between 2007 in 1 datasets (part of name cluster 57443e9f-abaa-4078-808f-983ae14cd1a6),split -> referenced,split -> referenced,split,aou_7_48 (2007),2007,NA,Yellow-legged Gull,468,Laridae,Goéland leucophée,Larus,Charadriiformes,species,NA,Larus michahellis,A,NA,NA,NA,NA,NA,Larinae
Sitta pygmaea,Sitta pygmaea,1,Taxon concept 02ab79e6-8d4d-48f4-88b3-89e65bbc9a53 containing 'Sitta pygmaea' found between 1886 to 2017 in 6 datasets (part of name cluster 5a5c718f-11d1-4da5-bb03-41dbf5de64bc),added -> referenced -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Pygmy Nuthatch,1349; 730,Sittidae,Sittelle pygmée,Sitta,Passeriformes,species,Sitta pygmaea,Sitta pygmaea,NA,NA,NA,NA,NA,NA,Sittinae
Ardenna carneipes,Puffinus carneipes; Ardenna carneipes,1,Taxon concept 0e785b00-7c6e-4d7c-a8da-f1268e5e92b1 containing 'Puffinus carneipes' and 'Ardenna carneipes' found between 1912 to 2017 in 7 datasets (part of name cluster 904e2e77-f433-465e-aa19-a3d482906965),added -> referenced -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_3_16 (1912),1912,Monotypic.,Flesh-footed Shearwater,170,Procellariidae,Puffin à pieds pâles,Ardenna,Procellariiformes,species,Puffinus carneipes,Ardenna carneipes,NA,NA,NA,NA,NA,N,NA
